employee_id,firstname,lastname,age,gender,maritalstatus,department,jobrole,monthlyincome,educationlevel,hiredate,employmentstatus,managerid,businesstravel,overtime,presence_score,total_hours,late_count,overtime_count,eng_survey_id,eng_q_work_life_balance,eng_q_manager_support,eng_q_growth_opportunity,eng_q_recognition,eng_year,eng_month,perf_review_date,perf_review_cycle,perf_overall_rating,perf_goals_score,perf_manager_score,perf_potential_rating,perf_bonus_percentage,perf_promotion_recommendation,perf_year,perf_quarter
1051,Emp1051,LN1051,46,Female,Married,Sales,Sales Representative,11122,Bachelor's,2010-04-01,Terminated,111.0,Non-Travel,No,0.0,0.0,0.0,0.0,13228.5,2.0,3.75,3.5,2.5,2022.0,8.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1052,Emp1052,LN1052,24,Male,Single,Finance,Finance Manager,9445,High School,2012-12-18,Leave of Absence,26.0,Travel_Frequently,No,0.0,2070.16,29.0,112.0,13231.5,2.0,5.0,2.5,2.0,2022.0,7.0,2023-06-15,Mid-Year,3.0,2.28,2.36,High,6.0,No,2023.0,2.0
1053,Emp1053,LN1053,44,Male,Single,Engineering,Data Engineer,16188,Bachelor's,2007-07-28,Terminated,129.0,Non-Travel,Yes,0.0,2138.2400000000002,22.0,121.0,13233.5,2.0,2.0,4.5,2.0,2021.0,7.0,2023-06-15,Mid-Year,2.0,1.19,2.18,Medium,3.0,No,2023.0,2.0
1054,Emp1054,LN1054,35,Female,Married,Marketing,Brand Manager,11636,Associate's,2019-05-03,Leave of Absence,85.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,13237.0,2.8,3.6,2.6,4.2,2021.8,7.8,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1055,Emp1055,LN1055,36,Nonbinary,Married,Customer Success,Customer Success Manager,11754,High School,2020-02-25,Terminated,36.0,Travel_Rarely,Yes,0.0,2137.43,35.0,137.0,13240.5,4.5,3.0,3.5,1.5,2021.0,3.0,2023-06-15,Mid-Year,1.0,1.0,1.71,High,0.0,No,2023.0,2.0
1056,Emp1056,LN1056,29,Female,Divorced,Operations,Operations Analyst,12750,High School,2013-08-26,Terminated,89.0,Travel_Frequently,No,0.0,2127.96,28.0,120.0,13242.5,3.0,2.0,3.5,2.0,2021.0,3.0,2023-06-15,Mid-Year,2.0,1.58,1.0,High,3.0,No,2023.0,2.0
1057,Emp1057,LN1057,56,Nonbinary,Single,Operations,Logistics Coordinator,3800,Master's,2018-06-19,Active,10.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,13244.0,2.0,5.0,2.0,4.0,2023.0,1.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1058,Emp1058,LN1058,25,Male,Divorced,Human Resources,Recruiter,12090,Master's,2022-07-14,Active,3.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,13248.0,3.0,3.142857142857143,3.4285714285714284,2.7142857142857144,2021.7142857142858,6.285714285714286,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1059,Emp1059,LN1059,29,Nonbinary,Married,Finance,Financial Analyst,9839,Master's,2008-01-21,Active,93.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,13253.5,4.25,1.75,3.25,2.5,2022.0,7.25,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1060,Emp1060,LN1060,53,Nonbinary,Married,Marketing,SEO Specialist,4139,PhD,2005-08-18,Active,109.0,Non-Travel,Yes,0.0,2149.3,28.0,122.0,13256.0,2.0,4.0,5.0,3.0,2023.0,10.0,2023-06-15,Mid-Year,2.0,1.0,1.27,High,3.0,Yes,2023.0,2.0
1061,Emp1061,LN1061,29,Male,Married,Engineering,DevOps Engineer,17368,High School,2006-09-29,Leave of Absence,4.0,Travel_Frequently,No,0.0,2091.45,21.0,120.0,13258.5,4.25,3.5,3.5,3.0,2021.75,5.0,2023-06-15,Mid-Year,3.0,2.65,2.32,Medium,6.0,No,2023.0,2.0
1062,Emp1062,LN1062,57,Nonbinary,Divorced,Sales,Account Manager,8521,Associate's,2016-07-14,Active,62.0,Non-Travel,Yes,0.0,2123.31,24.0,123.0,13261.5,3.5,3.5,2.5,3.0,2022.0,5.0,2023-06-15,Mid-Year,2.0,1.51,1.41,Medium,3.0,No,2023.0,2.0
1063,Emp1063,LN1063,35,Nonbinary,Divorced,Human Resources,HR Manager,10004,Associate's,2018-11-24,Terminated,120.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,13263.0,4.0,1.0,4.0,1.0,2023.0,10.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1064,Emp1064,LN1064,34,Female,Married,Customer Success,Customer Success Manager,9108,Master's,2011-09-18,Terminated,121.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,13264.5,4.0,3.0,1.5,3.0,2022.5,5.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1065,Emp1065,LN1065,28,Female,Married,Finance,Finance Manager,9677,Master's,2022-07-03,Leave of Absence,114.0,Non-Travel,No,0.0,0.0,0.0,0.0,13267.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,1.6666666666666667,2021.6666666666667,9.333333333333334,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1066,Emp1066,LN1066,50,Nonbinary,Divorced,Operations,Logistics Coordinator,8882,Master's,2011-04-25,Terminated,128.0,Non-Travel,No,0.0,2116.45,17.0,131.0,13270.0,4.333333333333333,3.0,3.3333333333333335,2.6666666666666665,2022.3333333333333,8.333333333333334,2023-06-15,Mid-Year,3.0,2.73,2.69,Medium,6.0,No,2023.0,2.0
1067,Emp1067,LN1067,26,Nonbinary,Married,It,Network Engineer,13791,Master's,2020-06-26,Leave of Absence,9.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,13273.0,2.6666666666666665,3.6666666666666665,3.3333333333333335,2.3333333333333335,2022.3333333333333,2.3333333333333335,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1068,Emp1068,LN1068,51,Male,Divorced,Marketing,Marketing Analyst,19962,High School,2006-07-30,Terminated,139.0,Travel_Frequently,No,0.0,2117.48,22.0,119.0,13276.0,3.6666666666666665,3.6666666666666665,3.3333333333333335,4.0,2022.6666666666667,5.333333333333333,2023-06-15,Mid-Year,1.0,1.0,1.55,Medium,0.0,No,2023.0,2.0
1069,Emp1069,LN1069,46,Male,Divorced,Customer Success,Customer Success Manager,14451,Bachelor's,2011-02-28,Terminated,89.0,Travel_Frequently,Yes,0.0,2078.37,21.0,121.0,13279.0,3.6666666666666665,1.6666666666666667,3.6666666666666665,1.6666666666666667,2022.0,8.0,2023-06-15,Mid-Year,2.0,2.59,1.37,Medium,3.0,No,2023.0,2.0
1070,Emp1070,LN1070,47,Male,Single,Human Resources,HR Manager,12022,Master's,2010-06-01,Terminated,5.0,Non-Travel,No,0.0,2079.32,18.0,123.0,13282.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,3.6666666666666665,2022.6666666666667,5.666666666666667,2023-06-15,Mid-Year,3.0,2.7,3.9,Medium,6.0,Yes,2023.0,2.0
1071,Emp1071,LN1071,54,Female,Married,Finance,Accountant,3023,High School,2015-03-22,Terminated,9.0,Non-Travel,No,0.0,2165.28,30.0,127.0,13284.0,2.0,1.0,4.0,5.0,2021.0,9.0,2023-06-15,Mid-Year,4.0,3.12,3.31,Low,10.0,No,2023.0,2.0
1072,Emp1072,LN1072,31,Nonbinary,Married,Operations,Operations Analyst,11230,High School,2015-09-28,Active,135.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,13287.0,3.6,1.6,3.4,3.2,2021.4,6.2,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1073,Emp1073,LN1073,29,Male,Married,Sales,Sales Representative,18100,High School,2011-07-22,Terminated,136.0,Non-Travel,No,0.0,2148.87,22.0,122.0,13290.0,2.0,3.0,2.0,1.0,2022.0,9.0,2023-06-15,Mid-Year,3.0,1.93,2.66,Low,6.0,No,2023.0,2.0
1074,Emp1074,LN1074,27,Female,Divorced,Marketing,Marketing Analyst,10401,Associate's,2015-09-01,Active,83.0,Travel_Rarely,No,0.0,2140.39,30.0,118.0,13292.0,3.6666666666666665,2.6666666666666665,2.6666666666666665,2.0,2022.3333333333333,10.666666666666666,2023-06-15,Mid-Year,3.0,2.69,1.18,Medium,6.0,No,2023.0,2.0
1075,Emp1075,LN1075,55,Male,Married,Finance,Financial Analyst,9453,High School,2014-12-16,Leave of Absence,54.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,13296.0,2.4,3.6,2.8,3.4,2022.0,6.6,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1076,Emp1076,LN1076,24,Nonbinary,Married,Sales,Sales Representative,12801,High School,2008-06-01,Terminated,80.0,Non-Travel,No,0.0,2135.78,23.0,125.0,13299.5,3.0,2.5,3.5,4.0,2022.5,3.5,2023-06-15,Mid-Year,5.0,4.64,4.56,Low,15.0,No,2023.0,2.0
1077,Emp1077,LN1077,50,Female,Single,It,Network Engineer,9548,Master's,2007-10-04,Leave of Absence,35.0,Non-Travel,No,0.0,2143.08,30.0,122.0,13301.5,3.5,3.0,3.5,1.5,2021.5,9.0,2023-06-15,Mid-Year,4.0,3.34,3.35,Medium,10.0,Yes,2023.0,2.0
1078,Emp1078,LN1078,28,Male,Married,It,IT Support,5278,Bachelor's,2008-02-04,Terminated,95.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,13303.5,3.5,3.5,3.5,4.5,2022.5,7.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1079,Emp1079,LN1079,54,Female,Single,Finance,Financial Analyst,8633,High School,2016-04-08,Terminated,38.0,Travel_Frequently,No,0.0,2108.75,22.0,119.0,13305.5,3.0,3.5,2.5,3.0,2022.0,7.0,2023-06-15,Mid-Year,2.0,1.82,2.09,Low,3.0,No,2023.0,2.0
1080,Emp1080,LN1080,56,Male,Single,Marketing,SEO Specialist,3436,Master's,2010-06-04,Terminated,14.0,Travel_Frequently,Yes,0.0,2134.04,32.0,127.0,13309.5,3.0,2.5,2.3333333333333335,1.8333333333333333,2021.5,4.0,2023-06-15,Mid-Year,4.0,3.72,4.21,Medium,10.0,No,2023.0,2.0
1081,Emp1081,LN1081,48,Nonbinary,Married,Customer Success,Support Associate,9806,PhD,2018-05-16,Leave of Absence,41.0,Non-Travel,No,0.0,2047.69,27.0,107.0,13314.5,2.75,3.25,2.5,3.5,2022.0,7.25,2023-06-15,Mid-Year,4.0,3.61,3.63,Medium,10.0,No,2023.0,2.0
1082,Emp1082,LN1082,45,Male,Divorced,Operations,Operations Analyst,5182,Bachelor's,2019-03-09,Active,3.0,Travel_Rarely,Yes,0.0,2118.17,19.0,133.0,13317.5,3.0,4.5,2.0,2.5,2022.0,11.5,2023-06-15,Mid-Year,3.0,2.0,2.86,Low,6.0,No,2023.0,2.0
1083,Emp1083,LN1083,60,Female,Divorced,Human Resources,HR Manager,11674,Master's,2021-01-22,Leave of Absence,22.0,Travel_Rarely,No,0.0,2110.49,30.0,125.0,13320.0,4.666666666666667,4.0,2.3333333333333335,3.6666666666666665,2023.0,8.333333333333334,2023-06-15,Mid-Year,3.0,3.09,3.29,High,6.0,No,2023.0,2.0
1084,Emp1084,LN1084,33,Male,Divorced,Engineering,Data Engineer,15705,Associate's,2017-06-20,Leave of Absence,21.0,Travel_Frequently,Yes,0.0,2107.66,34.0,113.0,13322.0,2.0,4.0,2.0,4.0,2023.0,1.0,2023-06-15,Mid-Year,3.0,2.56,2.31,High,6.0,No,2023.0,2.0
1085,Emp1085,LN1085,39,Male,Single,R&D,Research Scientist,11626,Master's,2012-08-08,Terminated,53.0,Non-Travel,No,0.0,2111.57,18.0,124.0,13323.0,4.0,5.0,4.0,2.0,2022.0,10.0,2023-06-15,Mid-Year,4.0,3.48,3.46,Medium,10.0,No,2023.0,2.0
1086,Emp1086,LN1086,43,Nonbinary,Married,Finance,Finance Manager,9097,Master's,2005-06-12,Terminated,115.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,13325.5,3.5,3.75,2.75,1.75,2022.75,5.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1087,Emp1087,LN1087,20,Male,Married,Operations,Operations Analyst,3869,Master's,2006-10-01,Leave of Absence,116.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,13329.0,4.333333333333333,2.6666666666666665,3.3333333333333335,1.3333333333333333,2022.0,9.666666666666666,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1088,Emp1088,LN1088,59,Nonbinary,Divorced,R&D,Principal Researcher,5983,Associate's,2006-10-18,Leave of Absence,40.0,Travel_Frequently,No,0.0,2119.35,26.0,125.0,13334.0,2.4285714285714284,3.142857142857143,3.0,3.2857142857142856,2022.0,9.428571428571429,2023-06-15,Mid-Year,4.0,3.38,4.3,Medium,10.0,No,2023.0,2.0
1089,Emp1089,LN1089,23,Female,Married,It,Network Engineer,13240,PhD,2009-08-17,Leave of Absence,121.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,13339.5,3.5,3.5,2.5,2.25,2022.5,4.25,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1090,Emp1090,LN1090,33,Male,Divorced,Human Resources,Recruiter,9364,Bachelor's,2019-11-28,Active,23.0,Non-Travel,No,0.0,0.0,0.0,0.0,13343.0,3.0,4.0,4.0,3.6666666666666665,2021.6666666666667,5.666666666666667,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1091,Emp1091,LN1091,24,Female,Married,Operations,Operations Analyst,6753,High School,2006-03-16,Terminated,27.0,Non-Travel,No,0.0,0.0,0.0,0.0,13346.5,1.75,2.5,2.25,2.25,2021.75,5.75,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1092,Emp1092,LN1092,28,Female,Divorced,Sales,Sales Executive,14272,PhD,2018-08-13,Terminated,115.0,Travel_Rarely,Yes,0.0,2100.98,26.0,111.0,13349.0,1.0,1.0,2.0,5.0,2021.0,4.0,2023-06-15,Mid-Year,2.0,1.64,1.55,Medium,3.0,Yes,2023.0,2.0
1093,Emp1093,LN1093,36,Male,Married,Finance,Financial Analyst,5859,Associate's,2016-08-10,Terminated,20.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,13350.5,3.0,5.0,2.5,4.5,2021.5,9.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1094,Emp1094,LN1094,60,Male,Married,Customer Success,Support Associate,14332,Associate's,2008-11-23,Terminated,34.0,Travel_Rarely,Yes,0.0,2141.95,22.0,121.0,13352.0,4.0,4.0,2.0,5.0,2023.0,1.0,2023-06-15,Mid-Year,2.0,1.53,1.4,Medium,3.0,No,2023.0,2.0
1095,Emp1095,LN1095,59,Male,Married,Marketing,Brand Manager,16683,Master's,2021-10-19,Leave of Absence,97.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,13356.0,2.5714285714285716,2.5714285714285716,2.4285714285714284,2.7142857142857144,2021.857142857143,7.142857142857143,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1096,Emp1096,LN1096,57,Male,Divorced,It,Systems Admin,10476,High School,2006-09-21,Leave of Absence,91.0,Travel_Frequently,No,0.0,2112.65,19.0,124.0,13361.0,3.0,3.0,2.0,2.3333333333333335,2022.0,5.333333333333333,2023-06-15,Mid-Year,2.0,1.19,1.08,Low,3.0,No,2023.0,2.0
1097,Emp1097,LN1097,20,Nonbinary,Single,Engineering,Software Engineer,6599,Associate's,2014-04-19,Leave of Absence,115.0,Travel_Rarely,No,0.0,2139.62,25.0,116.0,13363.5,3.0,4.0,2.5,3.5,2022.0,7.5,2023-06-15,Mid-Year,3.0,2.17,2.23,Medium,6.0,No,2023.0,2.0
1098,Emp1098,LN1098,56,Male,Divorced,Sales,Sales Representative,19773,Associate's,2019-02-21,Active,69.0,Travel_Frequently,No,0.0,2084.51,27.0,124.0,13365.0,5.0,3.0,5.0,4.0,2023.0,4.0,2023-06-15,Mid-Year,2.0,2.05,1.02,Medium,3.0,No,2023.0,2.0
1099,Emp1099,LN1099,41,Male,Married,Finance,Accountant,15841,PhD,2013-09-16,Leave of Absence,105.0,Non-Travel,No,0.0,2037.43,20.0,109.0,13367.0,3.0,2.6666666666666665,3.6666666666666665,4.333333333333333,2021.6666666666667,5.0,2023-06-15,Mid-Year,3.0,3.28,1.89,Medium,6.0,No,2023.0,2.0
1100,Emp1100,LN1100,43,Female,Divorced,Operations,Operations Analyst,15269,High School,2007-11-08,Terminated,81.0,Travel_Rarely,Yes,0.0,2159.86,30.0,140.0,13369.0,5.0,2.0,4.0,1.0,2023.0,11.0,2023-06-15,Mid-Year,2.0,1.44,2.46,Low,3.0,No,2023.0,2.0
1101,Emp1101,LN1101,30,Female,Divorced,Operations,Logistics Coordinator,17514,Master's,2011-12-21,Active,110.0,Travel_Frequently,Yes,0.0,2090.95,26.0,118.0,13370.5,1.5,1.5,3.0,4.0,2021.5,1.5,2023-06-15,Mid-Year,3.0,1.9,2.66,Low,6.0,No,2023.0,2.0
1102,Emp1102,LN1102,58,Male,Divorced,Sales,Sales Representative,5778,Master's,2009-12-31,Leave of Absence,124.0,Travel_Frequently,No,0.0,2108.57,29.0,129.0,13372.5,3.0,5.0,1.5,3.5,2021.5,8.5,2023-06-15,Mid-Year,2.0,1.01,1.84,Medium,3.0,No,2023.0,2.0
1103,Emp1103,LN1103,25,Female,Divorced,R&D,Research Scientist,17236,PhD,2012-11-16,Leave of Absence,47.0,Non-Travel,Yes,0.0,2121.89,15.0,129.0,13374.0,4.0,4.0,1.0,2.0,2023.0,5.0,2023-06-15,Mid-Year,3.0,2.22,2.04,Medium,6.0,Yes,2023.0,2.0
1104,Emp1104,LN1104,44,Male,Divorced,Sales,Sales Representative,7398,Associate's,2013-12-17,Leave of Absence,51.0,Non-Travel,No,0.0,0.0,0.0,0.0,13375.0,2.0,2.0,3.0,4.0,2021.0,9.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1105,Emp1105,LN1105,46,Nonbinary,Married,Customer Success,Customer Success Manager,8796,Bachelor's,2012-06-05,Terminated,14.0,Non-Travel,Yes,0.0,2134.83,16.0,133.0,13376.0,2.0,2.0,4.0,5.0,2021.0,5.0,2023-06-15,Mid-Year,2.0,1.3,1.83,Medium,3.0,No,2023.0,2.0
1106,Emp1106,LN1106,50,Nonbinary,Married,Engineering,DevOps Engineer,14657,High School,2005-04-01,Terminated,132.0,Travel_Rarely,Yes,0.0,2095.35,25.0,128.0,13378.0,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,2022.0,7.0,2023-06-15,Mid-Year,3.0,2.91,2.4,Medium,6.0,No,2023.0,2.0
1107,Emp1107,LN1107,42,Nonbinary,Divorced,Sales,Sales Representative,4907,Master's,2009-09-22,Leave of Absence,46.0,Travel_Rarely,No,0.0,2101.73,35.0,121.0,13380.0,4.0,2.0,4.0,3.0,2021.0,3.0,2023-06-15,Mid-Year,4.0,2.89,3.86,High,10.0,No,2023.0,2.0
1108,Emp1108,LN1108,51,Male,Divorced,It,Systems Admin,5593,PhD,2008-12-31,Terminated,96.0,Travel_Frequently,No,0.0,2137.26,26.0,110.0,13381.5,1.0,3.5,3.0,2.5,2023.0,7.0,2023-06-15,Mid-Year,1.0,1.0,1.0,Low,0.0,Yes,2023.0,2.0
1109,Emp1109,LN1109,51,Male,Divorced,Human Resources,Recruiter,10169,PhD,2005-11-05,Leave of Absence,62.0,Travel_Frequently,Yes,0.0,2120.95,20.0,119.0,13386.5,2.5,3.0,2.875,3.5,2021.875,6.25,2023-06-15,Mid-Year,3.0,2.77,1.9,Medium,6.0,No,2023.0,2.0
1110,Emp1110,LN1110,35,Male,Single,Sales,Sales Executive,7252,Associate's,2012-11-15,Active,6.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,13393.0,3.2,2.4,3.6,2.8,2022.4,7.6,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1111,Emp1111,LN1111,44,Female,Single,It,Network Engineer,18607,Bachelor's,2012-11-18,Active,33.0,Non-Travel,No,0.0,2113.45,22.0,122.0,13397.0,3.3333333333333335,3.0,3.3333333333333335,3.6666666666666665,2021.6666666666667,9.333333333333334,2023-06-15,Mid-Year,3.0,2.91,2.97,Medium,6.0,No,2023.0,2.0
1112,Emp1112,LN1112,21,Nonbinary,Divorced,R&D,Lab Technician,13003,High School,2005-06-11,Active,28.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,13400.5,3.0,2.5,2.0,2.75,2022.0,5.25,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1113,Emp1113,LN1113,47,Male,Married,Sales,Sales Representative,6769,PhD,2021-05-04,Leave of Absence,82.0,Travel_Rarely,No,0.0,2115.36,24.0,120.0,13407.0,2.888888888888889,2.4444444444444446,2.111111111111111,3.5555555555555554,2022.0,5.0,2023-06-15,Mid-Year,3.0,2.04,2.46,Low,6.0,Yes,2023.0,2.0
1114,Emp1114,LN1114,39,Nonbinary,Married,R&D,Research Scientist,17514,Associate's,2011-09-29,Active,145.0,Non-Travel,Yes,0.0,2110.68,31.0,118.0,13413.0,1.3333333333333333,4.0,2.0,3.3333333333333335,2022.0,2.0,2023-06-15,Mid-Year,2.0,1.74,1.65,Medium,3.0,No,2023.0,2.0
1115,Emp1115,LN1115,50,Nonbinary,Divorced,Finance,Financial Analyst,15768,Bachelor's,2006-05-05,Leave of Absence,94.0,Travel_Rarely,Yes,0.0,2142.82,28.0,115.0,13415.0,5.0,5.0,3.0,5.0,2022.0,12.0,2023-06-15,Mid-Year,3.0,2.05,2.73,Low,6.0,No,2023.0,2.0
1116,Emp1116,LN1116,24,Nonbinary,Divorced,Sales,Sales Representative,7645,Associate's,2014-11-20,Leave of Absence,63.0,Travel_Rarely,Yes,0.0,2107.14,31.0,121.0,13418.0,2.4,2.8,2.8,3.8,2021.8,9.8,2023-06-15,Mid-Year,3.0,2.74,2.42,Medium,6.0,No,2023.0,2.0
1117,Emp1117,LN1117,24,Male,Divorced,Engineering,DevOps Engineer,16328,Bachelor's,2007-03-30,Active,96.0,Travel_Frequently,Yes,0.0,2159.37,27.0,132.0,13423.5,3.0,2.6666666666666665,3.1666666666666665,2.8333333333333335,2022.3333333333333,7.666666666666667,2023-06-15,Mid-Year,5.0,4.55,4.29,Medium,15.0,No,2023.0,2.0
1118,Emp1118,LN1118,22,Female,Married,R&D,Research Scientist,13392,Bachelor's,2007-03-29,Terminated,18.0,Non-Travel,No,0.0,2125.06,21.0,124.0,13429.0,3.2,3.4,3.6,3.0,2022.2,6.4,2023-06-15,Mid-Year,3.0,2.2,2.98,High,6.0,No,2023.0,2.0
1119,Emp1119,LN1119,34,Male,Single,Operations,Logistics Coordinator,11403,Associate's,2013-01-20,Active,116.0,Travel_Rarely,Yes,0.0,2093.79,27.0,130.0,13432.5,4.0,2.5,2.0,5.0,2023.0,6.0,2023-06-15,Mid-Year,5.0,4.19,4.05,Low,15.0,No,2023.0,2.0
1120,Emp1120,LN1120,21,Male,Divorced,Marketing,Brand Manager,13705,PhD,2005-02-13,Active,16.0,Non-Travel,No,0.0,2103.65,25.0,129.0,13434.0,2.0,2.0,3.0,4.0,2021.0,8.0,2023-06-15,Mid-Year,3.0,2.98,1.98,Medium,6.0,No,2023.0,2.0
1121,Emp1121,LN1121,53,Male,Divorced,Operations,Operations Analyst,18816,Bachelor's,2016-12-16,Leave of Absence,84.0,Non-Travel,Yes,0.0,2128.11,20.0,131.0,13436.0,2.3333333333333335,3.6666666666666665,4.0,4.666666666666667,2022.0,4.333333333333333,2023-06-15,Mid-Year,1.0,1.04,1.0,Medium,0.0,No,2023.0,2.0
1122,Emp1122,LN1122,22,Male,Married,Customer Success,Support Associate,6492,Associate's,2010-12-24,Active,128.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,13440.0,3.6,2.2,3.8,3.2,2022.4,6.6,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1123,Emp1123,LN1123,44,Female,Divorced,Human Resources,Recruiter,3297,PhD,2015-07-19,Terminated,25.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,13443.5,1.5,3.0,3.0,4.5,2021.5,11.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1124,Emp1124,LN1124,23,Female,Single,It,Systems Admin,3193,Bachelor's,2011-04-24,Terminated,33.0,Non-Travel,Yes,0.0,2138.35,25.0,131.0,13446.0,4.666666666666667,3.3333333333333335,3.3333333333333335,2.0,2022.3333333333333,7.0,2023-06-15,Mid-Year,3.0,1.67,2.69,High,6.0,No,2023.0,2.0
1125,Emp1125,LN1125,60,Male,Married,Operations,Operations Analyst,7503,Master's,2010-11-17,Leave of Absence,100.0,Non-Travel,No,0.0,2094.44,25.0,116.0,13449.5,4.0,4.5,3.75,3.0,2022.0,4.25,2023-06-15,Mid-Year,3.0,2.92,2.57,Low,6.0,No,2023.0,2.0
1126,Emp1126,LN1126,47,Nonbinary,Single,Engineering,Software Engineer,18568,High School,2022-09-02,Leave of Absence,44.0,Travel_Rarely,No,0.0,2127.02,24.0,110.0,13452.0,2.0,3.0,2.0,2.0,2021.0,5.0,2023-06-15,Mid-Year,5.0,3.65,4.61,High,15.0,No,2023.0,2.0
1127,Emp1127,LN1127,49,Male,Single,Sales,Sales Executive,3593,Associate's,2011-10-21,Leave of Absence,52.0,Non-Travel,No,0.0,2104.17,25.0,106.0,13454.5,3.25,3.5,3.75,3.5,2022.0,6.0,2023-06-15,Mid-Year,3.0,3.36,2.38,Medium,6.0,No,2023.0,2.0
1128,Emp1128,LN1128,33,Nonbinary,Divorced,Customer Success,Customer Success Manager,3989,Bachelor's,2014-08-19,Leave of Absence,28.0,Travel_Rarely,Yes,0.0,2121.01,21.0,120.0,13458.5,2.5,2.25,2.75,1.75,2022.25,6.5,2023-06-15,Mid-Year,2.0,1.31,1.19,Medium,3.0,No,2023.0,2.0
1129,Emp1129,LN1129,46,Female,Single,Engineering,Software Engineer,15769,Master's,2022-04-02,Active,67.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,13463.0,1.8,2.4,4.2,4.2,2022.6,5.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1130,Emp1130,LN1130,20,Female,Single,Customer Success,Support Associate,10466,Bachelor's,2009-12-14,Leave of Absence,20.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,13467.0,3.6666666666666665,3.3333333333333335,1.3333333333333333,2.3333333333333335,2022.3333333333333,11.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
1131,Emp1131,LN1131,56,Male,Single,Human Resources,HR Manager,4745,Associate's,2018-03-01,Active,46.0,Non-Travel,No,0.0,2086.74,26.0,119.0,13470.0,4.0,4.0,3.0,4.0,2022.3333333333333,8.333333333333334,2023-06-15,Mid-Year,3.0,2.03,2.42,Medium,6.0,No,2023.0,2.0
1132,Emp1132,LN1132,52,Nonbinary,Divorced,Engineering,Data Engineer,3559,Master's,2006-06-05,Terminated,17.0,Travel_Rarely,No,0.0,2104.8,34.0,122.0,13473.0,1.6666666666666667,3.6666666666666665,2.6666666666666665,3.6666666666666665,2021.6666666666667,5.666666666666667,2023-06-15,Mid-Year,3.0,2.26,1.49,Low,6.0,No,2023.0,2.0
1133,Emp1133,LN1133,55,Nonbinary,Married,Engineering,Data Engineer,11218,PhD,2017-12-02,Terminated,55.0,Travel_Frequently,Yes,0.0,2081.28,24.0,114.0,13476.0,2.3333333333333335,2.6666666666666665,4.0,3.6666666666666665,2022.3333333333333,2.3333333333333335,2023-06-15,Mid-Year,3.0,2.27,2.05,Medium,6.0,No,2023.0,2.0
1134,Emp1134,LN1134,48,Nonbinary,Single,Engineering,Data Engineer,15921,Bachelor's,2007-03-24,Terminated,55.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,13478.0,1.0,3.0,1.0,4.0,2023.0,12.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
